Log file created: Wed Mar  4 13:31:19 2020
-------------------------------------------
Ticks = 2883      <123145521262592> <AnywhereLocalClient> <5> Local Hub HTTP port retrieved, port: 51151
Ticks = 11561      <4536604096> <DS> <5> GPUSniffer launching with test mask 254
Ticks = 61284      <4536604096> <AMEApp> <0> Time taken to load MediaCore plugins: 47971.9 milliseconds.
Ticks = 72791      <4536604096> <AMEApp> <1> Entering RunEventLoop
Ticks = 73066      <123145534140416> <ALOG> <5> U Birth U Birth
Ticks = 73066      <123145534140416> <ALOG> <5> U CPU Data LogicalCores:0, PhysicalCores:0, MMX:1, SSE:1 SSE2:1, SSE3:0, SSSE(MNI):0, SSE4_1:0, SSE4_2:0
Ticks = 73116      <123145534140416> <ALOG> <5> U Birth U Hog Birth
Ticks = 73389      <4536604096> <EACL.HostedLogin> <5> Entitlement record did not pass application entitlement policy, ccAdobeID: "r_oka@fanshaweonline.ca", ccPersonGUID: "84FB0DBD5D794C060A495F91@AdobeID"
Ticks = 73407      <4536604096> <EACL.HostedLogin> <4> Non-entitled response received, ccAdobeID: "r_oka@fanshaweonline.ca", ccPersonGUID: "84FB0DBD5D794C060A495F91@AdobeID", error_code: "403010"
Ticks = 73764      <123145534140416> <AELibInit> <5> aelib::Birth took 635.397 milliseconds
Ticks = 73879      <123145534140416> <ALOG> <5> FILE Birth FILE Birth
Ticks = 73879      <123145534140416> <ALOG> <5> M Birth M Birth
Ticks = 73880      <123145534140416> <ALOG> <5> RND Birth RND Birth
Ticks = 73904      <123145534140416> <ALOG> <5> PREF Birth PREF Birth
Ticks = 74095      <123145534140416> <ALOG> <5> VAL Birth VAL Birth
Ticks = 74116      <123145534140416> <ALOG> <5> MC Birth MC Birth
Ticks = 74246      <123145534140416> <ALOG> <5> aelib InitIterator AXE8 v:3.8.0 Loaded
Ticks = 74246      <123145534140416> <ALOG> <5> COR Birth COR Birth
Ticks = 76342      <123145534140416> <ALOG> <5> COR Birth COR Birth Complete
Ticks = 76412      <123145534140416> <ALOG> <5> PLUG Birth PLUG Birth
Ticks = 76420      <123145534140416> <ALOG> <5> TDB Birth TDB Birth
Ticks = 76434      <123145534140416> <ALOG> <5> TDB Birth TDB StreamBase Birth
Ticks = 76453      <123145534140416> <ALOG> <5> PF Birth PF Birth
Ticks = 76520      <123145534140416> <ALOG> <5> P Birth P Birth
Ticks = 76561      <123145534140416> <ALOG> <5> TXT Birth TXT Birth
Ticks = 77417      <123145534140416> <ALOG> <5> PREM MediaCoreData About to Init PRM
Ticks = 77619      <123145534140416> <ALOG> <5> PIN Birth PIN Birth
Ticks = 77654      <123145534140416> <ALOG> <5> PIN Birth PIN PS3 Birth
Ticks = 77756      <123145534140416> <ALOG> <5> PIN Birth PIN RLA Birth
Ticks = 77791      <123145534140416> <ALOG> <5> PIN Birth PIN CIN Birth
Ticks = 77795      <123145534140416> <ALOG> <5> PIN Birth PIN EI Birth
Ticks = 77834      <123145534140416> <ALOG> <5> PIN Birth PIN ZPIC Birth
Ticks = 77834      <123145534140416> <ALOG> <5> PIN Birth PIN JSX Birth
Ticks = 77933      <123145534140416> <ALOG> <5> PIN Birth PIN YM Birth
Ticks = 77946      <123145534140416> <ALOG> <5> PIN Birth PIN PS Birth
Ticks = 77947      <123145534140416> <ALOG> <5> PIN Birth PIN PST Birth
